source	target	kind	discovery	blame_date	file_created	evidence
120	119	context	later	2026-08-15	2026-08-13	repository under the organization. Step 5, the merge queue, is M-119's and remains open.
120	115	context	at-creation	2026-08-13	2026-08-13	M-115's point is that the refusals are the valuable half.
120	119	context	at-creation	2026-08-13	2026-08-13	**The concrete unblock is M-119.** GitHub's merge queue is available only in repositories
120	119	prerequisite	at-creation	2026-08-13	2026-08-13	5. **Enable the merge queue**, which M-119 owns. The `merge_group` triggers it needs are
120	119	prerequisite	later	2026-09-03	2026-08-13	- **M-119.** Step 5 of the ordering, enabling the merge queue, which this milestone made
120	128	context	later	2026-09-03	2026-08-13	- **M-128.** The `TOOLCHAIN_BUMP_PAT` secret, which does not survive a transfer and was
120	128	context	later	2026-09-03	2026-08-13	calef's to re-mint. M-128 goes further than a re-mint: it gives the automation a GitHub
121	184	context	later	2026-09-14	2026-08-13	and both run. x86_64 had no `std` until M-184 built `x86_64-unknown-nife` and its farm on
121	66	context	later	2026-08-31	2026-08-13	target beside M-66's Vaultwarden and M-99's git, chosen for a reason neither of those
121	99	context	later	2026-08-31	2026-08-13	target beside M-66's Vaultwarden and M-99's git, chosen for a reason neither of those
121	40	context	at-creation	2026-08-13	2026-08-13	**Enumeration is authority, and nothing in the tree currently walks.** M-40 met this a week
121	42	context	at-creation	2026-08-13	2026-08-13	is M-42's truthfulness rule applied to the one refusal most easily faked. `rm -r` already
121	122	context	later	2026-08-17	2026-08-13	is reachable from a `std` program, because the PAL retains no directory handle. That is M-122,
121	64	context	at-creation	2026-08-13	2026-08-13	| `read_dir` bound in the `std` PAL, **one level only** | built, see the correction below | M-64 |
121	64	context	at-creation	2026-08-13	2026-08-13	| `regex`, `walkdir`, `ignore`, `crossbeam-channel`, `memchr` | **built with no change** | M-64's probe of 50 crates |
121	122	prerequisite	at-creation	2026-08-13	2026-08-13	That work is M-122, and this milestone is gated on it.
121	48	context	at-creation	2026-08-13	2026-08-13	M-48's shell already rebinds what it holds, so the grant is the shell's ordinary act rather
121	108	context	at-creation	2026-08-13	2026-08-13	The negative half is the load-bearing one and should be a test, in the shape M-108 used: the
121	64	context	at-creation	2026-08-13	2026-08-13	- **`ReadDir` reads a listing whole rather than streaming it**, which M-64's PAL documents as
121	99	context	at-creation	2026-08-13	2026-08-13	- **ripgrep memory-maps large files by default** and this system has no `mmap`, which M-99's
121	122	context	at-creation	2026-08-13	2026-08-13	- **A walker's cost is per component and invisible.** Whatever M-122 chooses, descending a
121	205	context	later	2026-09-03	2026-08-13	- **M-205.** The ABI has no argument vector, which is what stops `rg` after it loads and
121	205	context	later	2026-09-03	2026-08-13	resolves its own directory. `design/roadmap/205-foreign-program-arguments.md` was minted from
121	206	context	later	2026-09-03	2026-08-13	- **M-206.** The 896 KiB image ceiling this lane found became
121	206	context	later	2026-09-03	2026-08-13	`design/roadmap/206-user-image-ceiling.md`, which also owns the mapping error that names an
121	184	context	later	2026-09-16	2026-08-13	- **M-303.** The x86_64 run, done 2026-09-16. M-184 closed the `std` half of this
121	303	context	later	2026-09-16	2026-08-13	- **M-303.** The x86_64 run, done 2026-09-16. M-184 closed the `std` half of this
121	64	context	later	2026-09-14	2026-08-13	dependency (`regex`, `walkdir`, `ignore`, `crossbeam-channel`) is already in M-64's
121	184	context	later	2026-09-14	2026-08-13	foreign program what to do. x86_64 builds `ripgrep` since M-184 and does not run it yet, for want of a disk the FS service can find
122	121	context	at-creation	2026-08-13	2026-08-13	The consequence is the sharp one M-121 records: `read_dir(".")` yields `./name` and feeding it
122	121	context	at-creation	2026-08-13	2026-08-13	M-121's benchmark is what prices A, and if per-component IPC turns out to dominate, that is
122	64	context	at-creation	2026-08-13	2026-08-13	directory object exists. M-64's "35 of 50 crates built with no change" means *compiles*, and
122	64	prerequisite	later	2026-08-18	2026-08-13	the fourth refusal in this PAL found to have outlived its own reason, after M-64's three.
122	47	context	later	2026-08-18	2026-08-13	vocabulary. It has been since M-47. So the one answer meaning "this capability does not
122	121	context	later	2026-08-18	2026-08-13	milestone owes. M-121's benchmark is what prices it, and 121 has not started. Nothing here
122	108	context	at-creation	2026-08-13	2026-08-13	half is M-108's question one level up.
122	108	context	later	2026-08-18	2026-08-13	endpoint is M-108's open question. The clean fix is the contract's: a tag or an offset in
122	121	context	later	2026-09-03	2026-08-13	- **M-121.** The per-component IPC is still unmeasured, which is the half of this block's
122	108	context	later	2026-09-03	2026-08-13	- **M-108.** Lifetime and revocation of a retained directory handle: when it is closed, and
122	351	context	later	2026-09-19	2026-08-13	- **M-351.** Spawn a `std` program on an
123	108	context	at-creation	2026-08-13	2026-08-13	M-108's discipline applies: a claim is worth what its falsification is worth, and that
124	108	context	later	2026-08-16	2026-08-14	Minted by calef out of the riscv64 stack overflow M-108 was held on. The hold turned out to
124	454	context	later	2026-09-20	2026-08-14	This refusal is M-454 (design/roadmap/454-the-stack-sizes-nobody-has-sized.md), which
124	331	context	later	2026-09-19	2026-08-14	- **M-331.** Delete the
125	55	context	later	2026-08-16	2026-08-14	M-55 carrying three harnesses and was never added to that list, so nothing proved them and
125	1	context	at-creation	2026-08-14	2026-08-14	have that**" about guard pages, with a TODO for M-4, from M-1 until 2026-08-14.
125	4	context	at-creation	2026-08-14	2026-08-14	have that**" about guard pages, with a TODO for M-4, from M-1 until 2026-08-14.
125	4	context	at-creation	2026-08-14	2026-08-14	M-4 built them for the boot stack and M-90 finished the job. This class is real and
125	90	context	at-creation	2026-08-14	2026-08-14	M-4 built them for the boot stack and M-90 finished the job. This class is real and
125	117	prerequisite	at-creation	2026-08-14	2026-08-14	**not checkable**: it needs a reader who knows the system. **M-117, the stranger test, is the
125	3	context	at-creation	2026-08-14	2026-08-14	While `notes/stack.md` was being edited on 2026-08-14 it turned out to contain, from M-3:
125	117	context	later	2026-09-03	2026-08-14	- **M-117.** Prose that asserts the system lacks something it now has, the class this
125	4	prerequisite	later	2026-09-03	2026-08-14	carried "We don't have that" about guard pages for months after M-4 built them, and it
125	117	prerequisite	later	2026-09-14	2026-08-14	months), which needs a reader and is M-117's
126	123	context	at-creation	2026-08-14	2026-08-14	consistency with M-123's approach to popular packages: the corpus is chosen by an external
126	106	context	later	2026-09-13	2026-08-14	fifth named consumer of M-106's timed-wait fork (`components/src/timetable.rs`'s module docs name
126	47	context	later	2026-08-17	2026-08-14	`Prog::Date`'s deliberate under-declaration verbatim. It lifts when `ArgSpec` grows M-47's
126	121	context	at-creation	2026-08-14	2026-08-14	this system is built to refuse.** M-121 makes the same argument for directories: a program
126	108	context	at-creation	2026-08-14	2026-08-14	The negative control keeps M-108's shape: a viewer run against a domain it was not granted is
126	282	context	later	2026-09-13	2026-08-14	`design/decisions/150-per-thread-cpu-accounting.md`, built as M-282. Raised 2026-08-26 by
126	41	context	later	2026-08-26	2026-08-14	have alive, the same job S-28/M-41 moved to per-process untyped retyping (the budget *is*
126	54	context	later	2026-08-26	2026-08-14	**This is a fork rather than a recommendation-only decision** because unlike M-54's demo
126	106	context	later	2026-09-13	2026-08-14	It is M-106's fifth named consumer (`components/src/timetable.rs`'s module docs name the first
126	229	context	later	2026-09-03	2026-08-14	returns three words. M-229's per-thread cycle-counter grant is self-timing authority
126	47	context	later	2026-09-03	2026-08-14	- **M-47.** A pattern still cannot be typed at `pgrep`, because every manifest in
126	106	context	later	2026-09-03	2026-08-14	- **M-106.** `watch`'s half-second interval is still a yield-spin against the monotonic
126	455	context	later	2026-09-20	2026-08-14	This refusal is M-455 (design/roadmap/455-the-signalling-stratum.md), which carries it
126	281	context	later	2026-09-13	2026-08-14	with `^C`, citing a crate beside it. M-281 deleted that program and its crate, so both the
127	25	context	at-creation	2026-08-14	2026-08-14	M-25's, sequenced behind the customer path by the ranking function.
127	53	context	later	2026-09-01	2026-08-14	this gate no longer means "waiting for a delivery" and now means the sense M-53 uses: the
127	74	context	at-creation	2026-08-14	2026-08-14	never did), and M-74's aarch64 PMCCNTR half, which is what the PMU is for.
127	74	context	later	2026-09-19	2026-08-14	| `MDCR_EL2` | No debug or PMU traps to EL2, and `HPMN` = `PMCR_EL0.N` so every event counter is EL1's. **This one is on the other prerequisite's path**: ...
127	74	context	later	2026-09-19	2026-08-14	6. **Then M-74's half, which is now a line the boot prints rather than a step to perform.**
127	228	context	later	2026-09-19	2026-08-14	worth knowing: the kernel's **first** PMU access is M-228's `PMUSERENR_EL0` write in
127	25	context	later	2026-09-14	2026-08-14	work stays M-25's, behind the customer path
129	31	context	later	2026-09-14	2026-08-15	`clock_protocol`, the spawn machinery and program manifests (M-31's grant expressions), and
129	126	context	later	2026-08-18	2026-08-15	**The demonstration is the refusals**, which is M-126's shape rather than a coincidence.
129	126	context	later	2026-08-18	2026-08-15	M-126's process view. Neither ever runs, and the cross-ISA test asserts both the refusal and
129	106	context	later	2026-08-18	2026-08-15	## The finding: this is M-106's fifth consumer, and the first whose purpose is a deadline
129	106	context	later	2026-08-18	2026-08-15	M-106's block counts four consumers of that fork (`net_stack`'s retransmit window,
129	49	context	later	2026-08-28	2026-08-15	**Both are now on `main`.** M-49 (users, login, and attribution) reached `BUILT` on
129	152	context	later	2026-08-28	2026-08-15	2026-08-27. M-152 (durable delegation) cleared its own gate the same day, and its design is
129	31	context	at-creation	2026-08-15	2026-08-15	registration the way the shell checks a command line at the prompt (M-31). An entry
129	55	context	at-creation	2026-08-15	2026-08-15	is M-55's housekeeping, so scoping it before 54/55 take shape risks building the wrong
129	131	context	later	2026-08-18	2026-08-15	open-and-read at startup, M-131). It is load-bearing here in a way it is not there, because
129	152	context	later	2026-09-03	2026-08-15	- **Done.** Persistence is no longer unaddressed: M-152 built `crates/schedule_store`, the
129	51	context	later	2026-09-03	2026-08-15	- **Outstanding.** Calendar syntax has not started. `crates/calendar` is M-51's civil-date
129	131	context	later	2026-09-03	2026-08-15	also what answers who may register. The pointer this block gives to M-131 for the fix is
129	106	context	later	2026-09-03	2026-08-15	- **M-106.** The absence of a timed wait still costs a core's worth of yields and lazy
129	55	context	later	2026-09-14	2026-08-15	registration like a command line at the prompt. First customer is M-55's housekeeping, so
130	78	context	at-creation	2026-08-17	2026-08-17	nobody flipped it, so `main` went red on the check that M-78's sweep added days earlier:
130	365	context	later	2026-09-19	2026-08-17	- **M-365.** `design/roadmap/365-xtask-in-modules.md`, split `xtask/src/main.rs`, 6,785
130	344	context	later	2026-09-19	2026-08-17	- **M-344.** Whether to retire the branch-prefix taxonomy down to `milestone/N-`, the one
131	435	context	later	2026-09-19	2026-08-17	boot that is not a test), written up 2026-09-19 by M-435's lane: **where a secret physically
